Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
Tunisia,1797.43,1849.88,1805.65,1855.53,1873.53,1929.98,1854.69,1931.48,1890.04,1884.36,1995.2,2033.63,2151.5,2158.76,2189.22,2207.99,2333.82,2429.6,2516.37,2640.35,2736.32,2811.03,2819.55,2922.42,3074.44,3152.75,3288.51,3477.5,3591.28,3663.84,3751.05,3637.17,3738.63,3800.49,3866.99,3868.03,3869.95,3903.24,3968.2,3973.14,3592.32,3721.4,3787.78,3828.38,3884.66,3959.6,4039.04,4131.48,4230.24
Turkey,3847.41,3929.53,3965.97,4060.86,4230.91,4310.18,4512.22,4836.45,4846.97,4763.52,5105.96,5053.17,5220.97,5531.99,5192.75,5516.72,5834.89,6184.07,6234.47,5936.64,6241.15,5787.8,6077.76,6335.38,6857.77,7381.71,7809.34,8104.13,8078.16,7611.96,8168.37,8980.54,9299.84,9958.25,10337.4,10826.73,11051.71,11792.71,12063.44,12109.58,12254.25,13597.56,14236.7,14418.2,14752.09,15015.42,15293.72,15582.57,15892.67
Turkmenistan,1966.29,1977.89,1990.58,2003.69,2017.9,2031.6,2042.01,2678.24,2904.1,2718.16,3593.31,3348.41,2784.1,2762.58,2235.63,2036.6,2139.51,1869.46,1973.23,2265.63,2356.41,2426.08,2400.97,2450.33,2543.63,2840.84,3115.6,3420.51,3878.56,4068.35,4392.26,4980.88,5471,5960.4,6499.44,6843.21,7185.22,7567.32,7948.49,8354.39,8331.18,8658.06,9103.3,9604.56,10020.63,10340.06,10725.93,11066.44,11296.99
Uganda,364.72,370.25,388.84,399.77,386.05,361.57,351.04,351.4,365.79,374.61,385.2,392.84,392.47,410.05,420.85,456.26,483.85,493.3,501.59,523.79,522.67,532.22,559.59,577.58,599.96,620.17,667.61,703.77,745.07,774.96,796.54,847.39,854.8,859.42,874.83,889.58,896.78,892.49,914.97,945.25,901.33,930.36,942.6,962.69,985.49,1014.07,1053.78,1091.6,1126.54
Ukraine,2444.47,2510.59,2579.93,2650.49,2721.9,2796.45,2874.42,3024.11,3089.37,3204.13,2993.8,2736.27,2464.27,2112.97,1636.24,1447.56,1313.94,1285.7,1272.14,1281.14,1369.94,1511.24,1605.33,1772.16,2001.44,2076.33,2245.98,2431.02,2500.57,2141.02,2231.99,2362.48,2373.95,2378.69,2244.82,2048.89,2105.09,2165.75,2243.86,2316.01,2231.52,2316.74,1648.88,1716.64,1891.07,2119.72,2308.7,2505.93,2712.45
United Arab Emirates,113803.11,111374.11,97696.01,87552.54,85731.38,77855.19,62406.39,61229.45,56463.14,60014.55,67235.13,64206.56,62749.09,60062.83,60713.98,61365.39,60664.85,61544.17,58041.9,56298.48,58943.32,56753.44,55637.79,58271.93,61731.75,62816.8,60907.15,50647.81,40387.88,33232.6,33220.06,34850.36,35561.24,36332.21,37113.2,38518.65,39138.26,39603.75,39679.91,40005.48,37742.75,38964.45,41671.59,42913.77,44086.68,45191.27,46020.55,46888.86,47772.68
United Kingdom,23403.66,23191.05,23675.47,24660.18,25188.21,26163.84,26908.74,28272.12,29804.48,30489.66,30628.08,30204.51,30240.39,30929.95,32035.66,32744.46,33469.55,34670.9,35820.52,36904.31,38024.25,39000.41,39755.07,40909.13,41669.01,42737.8,43669.95,44437.45,44029.76,41918.55,42494.77,42908.44,43302.13,43985.5,44886.43,45696.25,46325.41,46956.03,47340.59,47764.14,42229.63,45170.94,46765.45,46640.55,46715.26,47084.93,47552.15,48025.78,48504.12
United States,31171.16,31650.05,30784.46,31902.62,33916.37,35018.89,35898.16,36809.59,38000.52,39025.8,39288.33,38724.84,39536.7,40092.99,41199.89,41804.94,42880.26,44252.93,45698.53,47324.11,48732.13,48733.9,49124.8,50097.93,51522.05,52842.82,53829.9,54320.75,53735.88,51915.62,52806.88,53237.9,54037.63,54652.84,55623.53,56862.72,57258.41,58155.75,59546.3,60646.37,58738.37,62055.29,62884.13,63552.23,63912.87,64747.21,65918.36,67032.29,67965.14
Uruguay,8196.61,8274.63,7416.33,6608.76,6491.02,6563.08,7109.75,7645.96,7727.09,7777.93,7765.82,8005.36,8604.99,8798.6,9399.54,9225.22,9696.39,10469.68,10891.43,10640.18,10396.45,9961.53,9161.81,9209.85,9647.54,10346.79,10749.8,11426.56,12218.62,12708.53,13669.88,14343.13,14815.72,15464.88,15924.98,15941.36,16166.6,16540.85,16763.88,16756.47,15665.77,16449.3,17213.45,17629.34,18176.35,18696.81,19033.66,19413.57,19820.45
Uzbekistan,1143.34,1137.74,1131.32,1124.93,1118.23,1110.6,1102.85,1370.38,1464.7,1479.19,1466.48,1422.62,1231.1,1174.63,1090.09,1058.57,1055.67,1090.7,1119.37,1150.53,1178.42,1211.49,1243.75,1281.64,1362.64,1442.42,1534.26,1662.93,1795.46,1921.67,2048.39,2187.22,2326.58,2479.68,2633.08,2803,2946.21,3049.1,3185.64,3332.52,3365.33,3583.75,3756.1,3901.85,4057.47,4229.29,4416.14,4595.94,4773.94
Vanuatu,2064.6,2089.29,2246.85,2485.5,2647.91,2600.59,2526.88,2388.27,2285.65,2260.64,2461.82,2477.48,2482.21,2444.44,2607.98,2579.49,2586.51,2660.67,2722.74,2682.06,2766.12,2599.9,2403.19,2442.19,2475.25,2541.37,2688.86,2760.17,2869.38,2896.69,2878.18,2849.9,2838.34,2834.37,2841.32,2790.27,2832.11,2902.22,2929.53,2961.76,2754.02,2720.24,2721.42,2758.26,2823.84,2878.25,2923.35,2969.43,3013.31
Venezuela,18937.71,18373.37,17418.43,16232.02,15961.54,15520.84,16055.56,16156.24,16612.52,14765.24,15096.49,16196.62,16804.38,16492.3,15768.54,16055.16,15703.79,16617.06,16356.41,15101.65,15382.74,15631.01,14003.97,12700.23,14774.83,16036.11,17339.39,18494.87,19104.88,18216.49,17682.59,18157.87,18916.9,18915.87,17990.59,16715.95,13744.03,11630.68,9671.93,6753.72,5501.86,5731.5,6344.1,6335.7,6453.28,6537.88,6666.65,6798.92,6933.82
Vietnam,552.35,529.05,511.17,494.15,478.17,485.38,487.98,494.31,508.48,532.2,547.79,568.77,606.1,643.03,687.58,740.68,797.3,849.75,886.44,916.46,965.86,1012.48,1062.59,1121.56,1190.81,1264.41,1336.1,1414.01,1476.33,1538.13,1618.76,1701.19,1771.48,1848.17,1938.97,2048.16,2154.53,2274.98,2409.13,2550.25,2595.64,2635.08,2818.42,2968.02,3139.98,3317.27,3505.92,3704.17,3909.96
Yemen,1322.2,1414.52,1485.37,1461.04,1453.25,1456.96,1455.16,1454.91,1478.66,1472.79,1678.17,1719.22,1792.75,1794.97,1847.89,1895.15,1924.31,1966.14,2022.19,2035.3,2097.47,2112.71,2130.19,2146.05,2167.44,2220.99,2223.37,2229.72,2243.1,2261.78,2366.15,2005.73,1993.8,2030.47,1971.06,1382.94,1223.3,1134.81,1118.43,663.61,568.43,538.21,527.18,520.61,520.62,534.5,552.53,569.37,584.48
Zambia,1112.88,1146.12,1076.02,1016.98,980.48,966.46,941.51,935.1,964.92,928.98,899.38,874.4,836.03,869.33,773.83,776.21,803.64,811.19,785.83,799.98,806.91,824.96,839.78,876.4,915.33,957.02,1005.62,1060.34,1111.55,1181.45,1266.77,1299.14,1358.09,1386.18,1410.02,1409.99,1421.32,1426.64,1439.57,1420.68,1340.49,1361.39,1385.03,1391.43,1402.51,1421.02,1437.52,1454.3,1472.7
Zimbabwe,1535.69,1667.74,1665.21,1629.81,1538.74,1585.3,1562.19,1523.14,1580.56,1611.67,1676,1721.38,1524.6,1503.62,1624,1612.11,1748.47,1763.54,1783.4,1743.37,1673.38,1683.05,1524.28,1261.42,1186.43,1119.3,1074.84,1027.28,840.84,934.64,1108.34,1253.39,1447.79,1461.67,1480.14,1488.03,1478.91,1525.54,1573.55,1421.09,1320.88,1377.23,1404.75,1429.98,1454.28,1480.53,1506.3,1531.43,1556.98
